,RACE,AMOUNT_NEEDED_TO_MEET_HOUSEHOLD_FOOD_NEED,FOODSTAMPS_AMT_PERMONTH,HOUSEHOLD_PURCHASES_RESTAURANTS,HOUSEHOLD_PURCHASES_GROCERIES,FAMILY_INCOME
2390,Black Only,,,,30.0,
2395,Black Only,,,,100.0,
2396,Black Only,,,,100.0,
2397,Black Only,,,,100.0,
2400,White Only,,,,40.0,
2402,White Only,,,,100.0,
2403,White Only,,,,100.0,
2413,White Only,,,,130.0,
2414,White Only,,,,130.0,
2419,White Only,,,,150.0,
2420,White Only,,,,150.0,
2421,White Only,,,,150.0,
2430,White Only,,,,180.0,
2431,White Only,,,,180.0,
2432,White Only,,,,180.0,
2433,White Only,,,,180.0,
2438,Black Only,,,,100.0,
2439,Black Only,,,,100.0,
2440,Black Only,,,,100.0,
2443,White Only,,,,200.0,
2444,White Only,,,,200.0,
2445,White Only,,,,100.0,
2446,White Only,,,,100.0,
2447,White Only,,,,100.0,
2448,White Only,,,,100.0,
2462,Black Only,,,,50.0,
2469,Black Only,,,,80.0,
2470,Black Only,,,,80.0,
2471,Black Only,,,,80.0,
2478,White Only,,,,200.0,
2479,White Only,,,,200.0,
2480,White Only,,,,200.0,
2481,White Only,,,,60.0,
2483,White Only,,,,50.0,
2488,White Only,,,,200.0,
2489,White Only,,,,200.0,
2495,Black Only,,,,110.0,
2496,Black Only,,,,110.0,
2497,Black Only,,,,110.0,
2498,Black Only,,,,110.0,
2507,White Only,,,,50.0,
2508,White Only,,,,50.0,
2509,White Only,,,,50.0,
2510,Black Only,,,,110.0,
2511,Black Only,,,,110.0,
2512,Black Only,,,,110.0,
2514,White Only,,,,300.0,
2515,White Only,,,,300.0,
2516,White Only,,,,300.0,
2517,White Only,,,,300.0,
2518,Black Only,,,,30.0,
2519,Black Only,,,,30.0,
2524,White Only,,,,200.0,
2525,White Only,,,,200.0,
2526,White Only,,,,200.0,
2527,White Only,,,,200.0,
2528,White Only,,,,80.0,
2529,White Only,,,,80.0,
2530,Black Only,,,,250.0,
2531,Black Only,,,,250.0,
2532,Black Only,,,,250.0,
2533,Black Only,,,,250.0,
2534,Black Only,,,,250.0,
2570,Black Only,,,,100.0,
0,White Only,,,,,37500.0
1,White Only,,,,,55000.0
2,White Only,,,,,55000.0
3,White Only,,,,,55000.0
4,Black Only,,,,,27500.0
5,Black Only,,,,,27500.0
6,Black Only,,,,,27500.0
7,Black Only,,,,,11250.0
8,Black Only,,,,,17500.0
9,White Only,,,,,27500.0
10,White Only,,,,,27500.0
11,White Only,,,,,27500.0
12,White Only,,,,,27500.0
13,Black Only,,,,,8750.0
14,White Only,,,,,8750.0
15,White Only,,,,,8750.0
16,Black Only,,,,,22500.0
17,Black Only,,,,,22500.0
18,Black Only,,,,,17500.0
19,Black Only,,,,,17500.0
20,White Only,,,,,17500.0
21,Black Only,,,,,32500.0
22,Black Only,,,,,45000.0
23,Black Only,,,,,45000.0
24,Black Only,,,,,45000.0
25,Black Only,,,,,45000.0
26,Black Only,,,,,45000.0
27,Black Only,,,,,2500.0
28,Black Only,,,,,2500.0
29,Black Only,,,,,17500.0
30,Black Only,,,,,8750.0
31,Black Only,,,,,8750.0
32,White Only,,,,,125000.0
33,White Only,,,,,125000.0
34,White Only,,,,,17500.0
35,White Only,,,,,17500.0
36,White Only,,,,,17500.0
37,Black Only,,,,,37500.0
38,Black Only,,,,,37500.0
39,Black Only,,,,,37500.0
40,Black Only,,,,,37500.0
41,Black Only,,,,,37500.0
42,White Only,,,,,17500.0
43,White Only,,,,,17500.0
44,White Only,,,,,17500.0
45,White Only,,,,,67500.0
46,White Only,,,,,67500.0
47,White Only,,,,,67500.0
48,Black Only,,,,,32500.0
49,Black Only,,,,,32500.0
50,Black Only,,,,,32500.0
51,Black Only,,,,,32500.0
52,White Only,,,,,55000.0
53,White Only,,,,,55000.0
54,Black Only,,,,,8750.0
55,Black Only,,,,,6250.0
56,Black Only,,,,,6250.0
57,Black Only,,,,,6250.0
58,Black Only,,,,,6250.0
59,Black Only,,,,,6250.0
60,Black Only,,,,,6250.0
61,Black Only,,,,,8750.0
62,White Only,,,,,2500.0
63,White Only,,,,,2500.0
64,Black Only,,,,,6250.0
65,Black Only,,,,,6250.0
66,Black Only,,,,,6250.0
67,White Only,,,,,11250.0
68,Black Only,,,,,13750.0
69,Black Only,,,,,13750.0
70,White Only,,,,,8750.0
71,White Only,,,,,2500.0
72,White Only,,,,,67500.0
73,White Only,,,,,27500.0
74,White Only,,,,,27500.0
75,Black Only,,,,,45000.0
76,Black Only,,,,,45000.0
77,Black Only,,,,,55000.0
78,Black Only,,,,,55000.0
79,Black Only,,,,,55000.0
80,Black Only,,,,,55000.0
81,Black Only,,,,,55000.0
82,Black Only,,,,,55000.0
83,Black Only,,,,,17500.0
84,Black Only,,,,,17500.0
85,White Only,,,,,27500.0
86,Black Only,,,,,8750.0
87,Black Only,,,,,8750.0
88,Black Only,,,,,8750.0
89,White Only,,,,,32500.0
90,White Only,,,,,32500.0
91,White Only,,,,,32500.0
92,Black Only,,,,,55000.0
93,Black Only,,,,,55000.0
94,Black Only,,,,,55000.0
95,Black Only,,,,,55000.0
96,Black Only,,,,,11250.0
97,Black Only,,,,,11250.0
98,Black Only,,,,,11250.0
99,White Only,,,,,67500.0
100,White Only,,,,,67500.0
101,White Only,,,,,32500.0
102,White-Black,,,,,32500.0
103,White-Black,,,,,32500.0
104,Black Only,,,,,2500.0
105,Black Only,,,,,2500.0
106,Black Only,,,,,2500.0
107,White Only,,,,,67500.0
108,White Only,,,,,67500.0
109,White Only,,,,,67500.0
110,White Only,,,,,37500.0
111,White Only,,,,,37500.0
112,White Only,,,,,37500.0
113,White Only,,,,,11250.0
114,White Only,,,,,17500.0
115,White Only,,,,,17500.0
116,White Only,,,,,27500.0
117,White Only,,,,,27500.0
118,White Only,,,,,22500.0
119,White Only,,,,,22500.0
120,White Only,,,,,45000.0
121,Black Only,,,,,17500.0
122,Black Only,,,,,17500.0
123,Black Only,,,,,17500.0
124,White Only,,,,,2500.0
125,White Only,,,,,2500.0
126,White Only,,,,,2500.0
127,White Only,,,,,2500.0
128,White Only,,,,,11250.0
129,White Only,,,,,11250.0
130,Black Only,,,,,8750.0
131,Black Only,,,,,8750.0
132,Black Only,,,,,8750.0
133,Black Only,,,,,8750.0
134,Black Only,,,,,22500.0
135,Black Only,,,,,22500.0
136,White Only,,,,,8750.0
137,Black Only,,,,,2500.0
138,Black Only,,,,,2500.0
139,Black Only,,,,,2500.0
140,White Only,,,,,55000.0
141,White Only,,,,,125000.0
142,White Only,,,,,125000.0
143,White Only,,,,,125000.0
144,White Only,,,,,17500.0
145,White Only,,,,,17500.0
146,White Only,,,,,6250.0
147,White Only,,,,,6250.0
148,White Only,,,,,45000.0
149,White Only,,,,,45000.0
150,White Only,,,,,45000.0
151,Black Only,,,,,8750.0
152,Black Only,,,,,13750.0
153,Black Only,,,,,37500.0
154,Black Only,,,,,45000.0
155,Black Only,,,,,45000.0
156,White Only,,,,,17500.0
157,White Only,,,,,45000.0
158,White Only,,,,,45000.0
159,White Only,,,,,45000.0
160,White-Black,,,,,55000.0
161,White-Black,,,,,55000.0
162,White-Black,,,,,55000.0
163,White-Black,,,,,55000.0
164,Black Only,,,,,27500.0
165,White Only,,,,,27500.0
166,White Only,,,,,27500.0
167,White Only,,,,,2500.0
168,White Only,,,,,2500.0
169,White Only,,,,,2500.0
170,White Only,,,,,11250.0
171,Black Only,,,,,13750.0
172,Black Only,,,,,13750.0
173,Black Only,,,,,13750.0
174,Black Only,,,,,13750.0
175,Black Only,,,,,13750.0
176,White Only,,,,,17500.0
177,White Only,,,,,17500.0
178,White Only,,,,,17500.0
179,Black Only,,,,,87500.0
180,Black Only,,,,,87500.0
181,White Only,,,,,8750.0
182,White Only,,,,,8750.0
183,White Only,,,,,8750.0
184,White Only,,,,,8750.0
185,White Only,,,,,8750.0
186,White Only,,,,,8750.0
187,White Only,,,,,17500.0
188,White Only,,,,,17500.0
189,White Only,,,,,17500.0
190,Black Only,,,,,2500.0
191,Black Only,,,,,2500.0
192,White Only,,,,,32500.0
193,White Only,,,,,32500.0
194,White Only,,,,,11250.0
195,Black Only,,,,,11250.0
196,Black Only,,,,,11250.0
197,Black Only,,,,,11250.0
198,White Only,,,,,17500.0
199,White Only,,,,,17500.0
200,White Only,,,,,17500.0
201,White Only,,,,,17500.0
202,Black Only,,,,,6250.0
203,Black Only,,,,,6250.0
204,Black Only,,,,,6250.0
205,Black Only,,,,,6250.0
206,Black Only,,,,,45000.0
207,Black Only,,,,,13750.0
208,Black Only,,,,,13750.0
209,Black Only,,,,,13750.0
210,Black Only,,,,,13750.0
211,Black Only,,,,,2500.0
212,Black Only,,,,,2500.0
213,Black Only,,,,,32500.0
214,Black Only,,,,,32500.0
215,White Only,,,,,150000.0
216,White Only,,,,,150000.0
217,White Only,,,,,32500.0
218,White Only,,,,,32500.0
219,White Only,,,,,32500.0
220,White Only,,,,,32500.0
221,White Only,,,,,27500.0
222,White Only,,,,,27500.0
223,White Only,,,,,27500.0
224,Black Only,,,,,150000.0
225,Black Only,,,,,150000.0
226,Black Only,,,,,55000.0
227,Black Only,,,,,55000.0
228,Black Only,,,,,55000.0
229,Black Only,,,,,67500.0
230,Black Only,,,,,67500.0
231,Black Only,,,,,67500.0
232,Black Only,,,,,11250.0
233,Black Only,,,,,37500.0
234,Black Only,,,,,37500.0
235,Black Only,,,,,22500.0
236,Black Only,,,,,22500.0
237,Black Only,,,,,22500.0
238,Black Only,,,,,22500.0
239,Black Only,,,,,8750.0
240,Black Only,,,,,6250.0
241,White Only,,,,,22500.0
242,White Only,,,,,22500.0
243,Black Only,,,,,55000.0
244,Black Only,,,,,55000.0
245,Black Only,,,,,6250.0
246,Black Only,,,,,8750.0
247,Black Only,,,,,6250.0
248,Black Only,,,,,6250.0
249,Black Only,,,,,17500.0
250,Black Only,,,,,17500.0
251,Black Only,,,,,17500.0
252,Black Only,,,,,17500.0
253,Black Only,,,,,17500.0
254,Black Only,,,,,17500.0
255,Black Only,,,,,8750.0
256,White Only,,,,,13750.0
257,White Only,,,,,13750.0
258,White Only,,,,,45000.0
259,White Only,,,,,8750.0
260,White Only,,,,,8750.0
261,Black Only,,,,,67500.0
262,White Only,,,,,27500.0
263,White Only,,,,,27500.0
264,White Only,,,,,27500.0
265,White Only,,,,,27500.0
266,Black Only,,,,,13750.0
267,Black Only,,,,,67500.0
268,Black Only,,,,,67500.0
269,Black Only,,,,,87500.0
270,White Only,,,,,22500.0
271,White Only,,,,,8750.0
272,Black Only,,,,,87500.0
273,Black Only,,,,,87500.0
274,Black Only,,,,,87500.0
275,Black Only,,,,,22500.0
276,Black Only,,,,,22500.0
277,Black Only,,,,,67500.0
278,Black Only,,,,,67500.0
279,Black Only,,,,,67500.0
280,Black Only,,,,,67500.0
281,Black Only,,,,,67500.0
282,Black Only,,,,,13750.0
283,Black Only,,,,,13750.0
284,Black Only,,,,,13750.0
285,Black Only,,,,,13750.0
286,Black Only,,,,,87500.0
287,Black Only,,,,,87500.0
288,Black Only,,,,,87500.0
289,White Only,,,,,27500.0
290,White Only,,,,,27500.0
291,Black Only,,,,,8750.0
292,Black Only,,,,,8750.0
293,Black Only,,,,,8750.0
294,Black Only,,,,,8750.0
295,Black Only,,,,,2500.0
296,Black Only,,,,,27500.0
297,Black Only,,,,,27500.0
298,Black Only,,,,,27500.0
299,Black Only,,,,,125000.0
300,Black Only,,,,,125000.0
301,White Only,,,,,32500.0
302,Black Only,,,,,11250.0
303,Black Only,,,,,11250.0
304,Asian Only,,,,,0.0
