,NUMBER_OWN_CHILDREN,AMOUNT_NEEDED_TO_MEET_HOUSEHOLD_FOOD_NEED,FOODSTAMPS_AMT_PERMONTH,HOUSEHOLD_PURCHASES_RESTAURANTS,HOUSEHOLD_PURCHASES_GROCERIES,FAMILY_INCOME
1332,0,,,,200.0,
1334,0,,,,50.0,
1335,0,,,,50.0,
1336,0,,,,60.0,
1337,0,,,,60.0,
1339,0,,,,150.0,
1340,0,,,,150.0,
1341,1,,,,100.0,
1342,1,,,,100.0,
1343,0,,,,100.0,
1344,0,,,,100.0,
1345,0,,,,120.0,
1346,0,,,,40.0,
1347,0,,,,140.0,
1348,0,,,,140.0,
1349,0,,,,100.0,
1350,0,,,,100.0,
1351,0,,,,100.0,
1353,2,,,,140.0,
1354,0,,,,140.0,
1355,0,,,,140.0,
1356,0,,,,70.0,
1357,0,,,,70.0,
1359,0,,,,120.0,
1360,0,,,,120.0,
1361,0,,,,120.0,
1362,1,,,,100.0,
1363,0,,,,100.0,
1364,0,,,,50.0,
1365,0,,,,300.0,
1366,0,,,,300.0,
1369,0,,,,60.0,
1370,0,,,,120.0,
1371,0,,,,120.0,
1373,0,,,,60.0,
1374,0,,,,60.0,
1375,0,,,,250.0,
1386,0,,,,80.0,
1393,0,,,,160.0,
1394,0,,,,160.0,
1395,0,,,,160.0,
1396,0,,,,160.0,
1398,0,,,,50.0,
1400,0,,,,40.0,
1410,0,,,,250.0,
1411,0,,,,250.0,
1412,1,,,,100.0,
1413,1,,,,100.0,
1414,0,,,,100.0,
1415,0,,,,50.0,
1416,0,,,,30.0,
1417,0,,,,30.0,
1418,0,,,,30.0,
1419,0,,,,30.0,
1420,0,,,,30.0,
1421,0,,,,70.0,
1422,1,,,,70.0,
1423,0,,,,70.0,
1424,0,,,,70.0,
1425,0,,,,70.0,
1426,0,,,,70.0,
1436,0,,,,300.0,
1437,0,,,,300.0,
1438,0,,,,300.0,
1439,0,,,,300.0,
1440,0,,,,30.0,
1444,0,,,,250.0,
1445,0,,,,250.0,
1448,0,,,,70.0,
1449,0,,,,70.0,
1451,2,,,,250.0,
1452,2,,,,250.0,
1453,0,,,,250.0,
1454,0,,,,250.0,
1468,1,,,,120.0,
1469,0,,,,120.0,
1470,0,,,,70.0,
1471,1,,,,70.0,
1472,0,,,,70.0,
1473,0,,,,70.0,
1474,0,,,,150.0,
1475,0,,,,150.0,
1476,0,,,,60.0,
1477,0,,,,60.0,
1482,0,,,,30.0,
1483,0,,,,30.0,
1486,2,,,,450.0,
1487,2,,,,450.0,
1488,0,,,,450.0,
1489,0,,,,450.0,
1490,0,,,,450.0,
1491,0,,,,450.0,
1492,0,,,,200.0,
1493,0,,,,200.0,
1498,0,,,,40.0,
1499,0,,,,80.0,
1513,0,,,,80.0,
1514,0,,,,80.0,
1517,0,,,,40.0,
1518,0,,,,40.0,
1524,2,,,,140.0,
1525,2,,,,140.0,
1526,0,,,,140.0,
1527,0,,,,140.0,
1532,0,,,,40.0,
1533,0,,,,40.0,
1534,0,,,,210.0,
1535,0,,,,210.0,
1536,0,,,,250.0,
1537,0,,,,250.0,
1538,0,,,,200.0,
1539,0,,,,200.0,
1542,1,,,,130.0,
1543,0,,,,130.0,
1544,0,,,,130.0,
1545,0,,,,80.0,
1546,0,,,,80.0,
1554,0,,,,100.0,
1555,0,,,,100.0,
1556,0,,,,250.0,
1557,0,,,,250.0,
1558,0,,,,250.0,
1559,1,,,,250.0,
1560,0,,,,250.0,
1561,0,,,,250.0,
1562,0,,,,250.0,
1563,0,,,,180.0,
1564,0,,,,180.0,
1574,2,,,,100.0,
1575,0,,,,100.0,
1576,0,,,,100.0,
1577,0,,,,150.0,
1578,0,,,,150.0,
1579,0,,,,150.0,
1580,0,,,,150.0,
1583,2,,,,70.0,
1584,0,,,,70.0,
1585,0,,,,70.0,
1586,0,,,,70.0,
1587,0,,,,40.0,
1588,0,,,,40.0,
1589,0,,,,140.0,
1590,0,,,,140.0,
1595,0,,,,100.0,
1596,0,,,,100.0,
1597,1,,,,50.0,
1598,1,,,,50.0,
1599,0,,,,50.0,
1600,3,,,,300.0,
1601,0,,,,300.0,
1602,0,,,,300.0,
1603,0,,,,300.0,
1605,0,,,,50.0,
1606,1,,,,50.0,
1607,1,,,,50.0,
1608,0,,,,50.0,
1609,0,,,,50.0,
1611,2,,,,200.0,
1612,0,,,,200.0,
1613,0,,,,200.0,
1614,0,,,,120.0,
1615,0,,,,120.0,
1621,1,,,,250.0,
1622,1,,,,250.0,
1623,0,,,,250.0,
1629,0,,,,150.0,
1630,0,,,,150.0,
1631,2,,,,150.0,
1632,0,,,,150.0,
1633,0,,,,150.0,
1658,0,,,,150.0,
1659,0,,,,150.0,
1660,0,,,,150.0,
1661,0,,,,150.0,
1662,0,,,,150.0,
1663,0,,,,150.0,
1664,3,,,,280.0,
1665,0,,,,280.0,
1666,0,,,,280.0,
1667,0,,,,280.0,
1668,0,,,,100.0,
1669,0,,,,100.0,
1671,0,,,,20.0,
1672,0,,,,50.0,
1673,0,,,,50.0,
1674,2,,,,180.0,
1675,2,,,,180.0,
1676,0,,,,180.0,
1677,0,,,,180.0,
1678,0,,,,160.0,
1679,0,,,,160.0,
1680,0,,,,160.0,
1681,0,,,,30.0,
1683,0,,,,30.0,
1684,0,,,,30.0,
1698,2,,,,250.0,
1699,2,,,,250.0,
1700,0,,,,250.0,
1701,0,,,,250.0,
1702,3,,,,200.0,
1703,0,,,,200.0,
1704,0,,,,200.0,
1705,0,,,,200.0,
1718,0,,,,180.0,
1719,0,,,,180.0,
1722,0,,,,180.0,
1723,0,,,,180.0,
1724,0,,,,80.0,
1725,0,,,,80.0,
1726,0,,,,80.0,
1727,0,,,,80.0,
1728,1,,,,180.0,
1729,1,,,,180.0,
1730,0,,,,180.0,
1732,0,,,,110.0,
1733,0,,,,110.0,
1734,0,,,,50.0,
1735,0,,,,50.0,
1736,0,,,,50.0,
1742,1,,,,100.0,
1743,0,,,,100.0,
1744,0,,,,100.0,
1746,1,,,,120.0,
1747,1,,,,120.0,
1748,0,,,,120.0,
1757,0,,,,120.0,
1758,0,,,,120.0,
1767,0,,,,250.0,
1768,0,,,,250.0,
1769,0,,,,250.0,
1770,2,,,,180.0,
1771,0,,,,180.0,
1772,0,,,,180.0,
1773,0,,,,180.0,
1774,3,,,,160.0,
1775,0,,,,160.0,
1776,0,,,,160.0,
1777,0,,,,160.0,
1780,0,,,,60.0,
1781,0,,,,80.0,
1783,0,,,,300.0,
1784,0,,,,300.0,
1785,0,,,,20.0,
1786,0,,,,20.0,
1787,0,,,,150.0,
1788,0,,,,150.0,
1789,0,,,,80.0,
1790,0,,,,80.0,
1791,2,,,,140.0,
1792,2,,,,140.0,
1793,0,,,,140.0,
1794,0,,,,140.0,
1795,0,,,,30.0,
1798,0,,,,100.0,
1799,0,,,,100.0,
1801,0,,,,70.0,
1808,2,,,,360.0,
1809,0,,,,360.0,
1810,0,,,,360.0,
1811,0,,,,360.0,
1812,0,,,,360.0,
1815,0,,,,100.0,
1818,0,,,,250.0,
1819,0,,,,250.0,
1821,0,,,,280.0,
1822,0,,,,280.0,
1823,0,,,,280.0,
1824,0,,,,280.0,
1825,0,,,,280.0,
1826,0,,,,280.0,
1833,0,,,,100.0,
1834,0,,,,100.0,
1835,2,,,,210.0,
1836,0,,,,210.0,
1837,0,,,,210.0,
1838,1,,,,180.0,
1839,1,,,,180.0,
1840,0,,,,180.0,
1844,1,,,,60.0,
1845,1,,,,60.0,
1846,0,,,,60.0,
1847,0,,,,180.0,
1848,0,,,,180.0,
1855,0,,,,280.0,
1856,0,,,,280.0,
1857,0,,,,80.0,
1864,0,,,,80.0,
1865,0,,,,80.0,
1869,0,,,,100.0,
1870,0,,,,100.0,
1873,0,,,,70.0,
1874,0,,,,70.0,
1875,0,,,,70.0,
1876,0,,,,150.0,
1877,0,,,,150.0,
1878,1,,,,130.0,
1879,1,,,,130.0,
1880,0,,,,130.0,
1888,0,,,,80.0,
1890,0,,,,210.0,
1891,0,,,,210.0,
1892,0,,,,210.0,
1893,0,,,,210.0,
1894,0,,,,90.0,
1895,0,,,,90.0,
1899,0,,,,130.0,
1901,0,,,,130.0,
1902,0,,,,130.0,
1903,0,,,,130.0,
1904,2,,,,160.0,
1905,0,,,,160.0,
1906,0,,,,160.0,
1907,0,,,,160.0,
1908,0,,,,100.0,
1909,0,,,,100.0,
1910,0,,,,30.0,
1914,0,,,,150.0,
1915,0,,,,150.0,
1916,0,,,,150.0,
1917,0,,,,150.0,
1918,0,,,,30.0,
1925,0,,,,150.0,
1926,0,,,,150.0,
1929,0,,,,70.0,
1930,0,,,,100.0,
1931,0,,,,120.0,
1932,0,,,,120.0,
1933,0,,,,120.0,
1934,2,,,,150.0,
1935,2,,,,150.0,
1936,0,,,,150.0,
1937,0,,,,150.0,
1940,0,,,,120.0,
1941,0,,,,120.0,
1943,0,,,,450.0,
1944,0,,,,450.0,
1945,0,,,,220.0,
1946,1,,,,80.0,
1947,1,,,,80.0,
1948,0,,,,80.0,
1949,0,,,,180.0,
1950,0,,,,180.0,
1951,0,,,,180.0,
1952,2,,,,220.0,
1953,2,,,,220.0,
1954,0,,,,220.0,
1955,0,,,,220.0,
1977,2,,,,150.0,
1978,2,,,,150.0,
1979,0,,,,150.0,
1980,0,,,,150.0,
1981,0,,,,150.0,
1982,0,,,,150.0,
1983,3,,,,230.0,
1984,3,,,,230.0,
1985,0,,,,230.0,
1986,0,,,,230.0,
1987,0,,,,230.0,
1988,2,,,,130.0,
1989,2,,,,130.0,
1990,0,,,,130.0,
1991,0,,,,130.0,
1992,0,,,,130.0,
1993,0,,,,130.0,
1995,0,,,,450.0,
1996,0,,,,240.0,
1997,0,,,,240.0,
1998,2,,,,130.0,
1999,0,,,,130.0,
2000,0,,,,130.0,
2001,0,,,,170.0,
2002,0,,,,170.0,
2008,0,,,,150.0,
2009,0,,,,150.0,
2014,0,,,,60.0,
2015,3,,,,60.0,
2016,3,,,,60.0,
2017,0,,,,60.0,
2018,0,,,,60.0,
2019,0,,,,60.0,
2022,1,,,,80.0,
2023,0,,,,80.0,
2024,0,,,,80.0,
2025,0,,,,40.0,
2026,0,,,,40.0,
2033,0,,,,170.0,
2034,0,,,,170.0,
2035,0,,,,450.0,
2036,0,,,,450.0,
2037,0,,,,450.0,
2038,0,,,,450.0,
2039,2,,,,100.0,
2040,0,,,,100.0,
2041,0,,,,100.0,
2042,0,,,,140.0,
2043,0,,,,140.0,
2051,0,,,,130.0,
2052,0,,,,130.0,
2053,0,,,,90.0,
2054,0,,,,90.0,
2057,0,,,,200.0,
2058,0,,,,200.0,
2059,0,,,,150.0,
2060,0,,,,150.0,
2061,0,,,,200.0,
2062,0,,,,200.0,
2063,0,,,,200.0,
2064,2,,,,300.0,
2065,0,,,,300.0,
2066,0,,,,300.0,
2067,0,,,,300.0,
2068,0,,,,300.0,
2072,0,,,,20.0,
2078,0,,,,200.0,
2079,0,,,,200.0,
2080,0,,,,80.0,
2100,0,,,,200.0,
2101,0,,,,200.0,
2102,3,,,,250.0,
2103,3,,,,250.0,
2104,0,,,,250.0,
2105,0,,,,250.0,
2106,0,,,,250.0,
2112,1,,,,200.0,
2113,1,,,,200.0,
2114,0,,,,200.0,
2117,0,,,,40.0,
2118,0,,,,200.0,
2119,0,,,,200.0,
2122,0,,,,80.0,
2123,0,,,,80.0,
2124,0,,,,180.0,
2125,0,,,,180.0,
2126,0,,,,180.0,
2138,1,,,,130.0,
2139,1,,,,130.0,
2140,0,,,,130.0,
2141,0,,,,230.0,
2142,0,,,,230.0,
2143,0,,,,140.0,
2144,0,,,,140.0,
2145,0,,,,140.0,
2146,1,,,,140.0,
2147,0,,,,140.0,
2148,0,,,,150.0,
2149,0,,,,150.0,
2150,0,,,,150.0,
2151,2,,,,200.0,
2152,0,,,,200.0,
2153,0,,,,200.0,
2154,0,,,,200.0,
2155,0,,,,200.0,
2156,0,,,,200.0,
2157,0,,,,200.0,
2158,0,,,,200.0,
2159,0,,,,200.0,
2169,0,,,,80.0,
2173,0,,,,150.0,
2174,0,,,,150.0,
2175,0,,,,80.0,
2176,0,,,,80.0,
2180,2,,,,140.0,
2181,0,,,,140.0,
2182,0,,,,140.0,
2183,0,,,,140.0,
2184,0,,,,140.0,
2189,0,,,,160.0,
2190,0,,,,160.0,
2191,2,,,,150.0,
2192,2,,,,150.0,
2193,0,,,,150.0,
2194,0,,,,150.0,
2203,0,,,,240.0,
2204,0,,,,240.0,
2206,0,,,,90.0,
2207,0,,,,120.0,
2215,1,,,,300.0,
2216,1,,,,300.0,
2217,0,,,,300.0,
2220,0,,,,40.0,
2231,0,,,,60.0,
2232,0,,,,60.0,
2239,0,,,,200.0,
2240,0,,,,200.0,
2241,0,,,,200.0,
2242,0,,,,200.0,
2251,0,,,,50.0,
2255,1,,,,50.0,
2256,1,,,,50.0,
2257,0,,,,50.0,
2258,0,,,,40.0,
2259,0,,,,40.0,
2260,0,,,,40.0,
2261,0,,,,250.0,
2262,0,,,,250.0,
2263,0,,,,250.0,
2264,0,,,,60.0,
2269,1,,,,120.0,
2270,0,,,,120.0,
2271,0,,,,100.0,
2276,0,,,,100.0,
2277,3,,,,100.0,
2278,0,,,,100.0,
2279,0,,,,100.0,
2280,0,,,,100.0,
2291,0,,,,200.0,
2292,0,,,,200.0,
2293,0,,,,200.0,
2297,0,,,,120.0,
2298,0,,,,120.0,
2299,3,,,,180.0,
2300,0,,,,180.0,
2301,0,,,,180.0,
2302,0,,,,180.0,
2303,0,,,,180.0,
2304,0,,,,180.0,
2305,0,,,,100.0,
2306,0,,,,100.0,
2307,0,,,,100.0,
2308,0,,,,100.0,
2309,0,,,,100.0,
2310,0,,,,100.0,
2311,0,,,,40.0,
2312,0,,,,40.0,
2331,0,,,,80.0,
2332,0,,,,80.0,
2333,0,,,,80.0,
2334,0,,,,40.0,
2335,0,,,,40.0,
2336,1,,,,100.0,
2337,0,,,,100.0,
2338,0,,,,50.0,
2339,0,,,,50.0,
2340,2,,,,170.0,
2341,0,,,,170.0,
2342,0,,,,170.0,
2350,0,,,,80.0,
2351,0,,,,80.0,
2356,0,,,,100.0,
2357,0,,,,100.0,
2358,0,,,,100.0,
2371,0,,,,120.0,
2372,0,,,,120.0,
2385,2,,,,100.0,
2386,0,,,,100.0,
2387,0,,,,100.0,
2388,0,,,,100.0,
2390,0,,,,30.0,
2395,0,,,,100.0,
2396,0,,,,100.0,
2397,0,,,,100.0,
2400,0,,,,40.0,
2402,0,,,,100.0,
2403,0,,,,100.0,
2413,0,,,,130.0,
2414,0,,,,130.0,
2419,1,,,,150.0,
2420,1,,,,150.0,
2421,0,,,,150.0,
2430,2,,,,180.0,
2431,2,,,,180.0,
2432,0,,,,180.0,
2433,0,,,,180.0,
2438,0,,,,100.0,
2439,0,,,,100.0,
2440,0,,,,100.0,
2443,0,,,,200.0,
2444,0,,,,200.0,
2445,1,,,,100.0,
2446,1,,,,100.0,
2447,0,,,,100.0,
2448,0,,,,100.0,
2462,0,,,,50.0,
2469,0,,,,80.0,
2470,1,,,,80.0,
2471,0,,,,80.0,
2478,1,,,,200.0,
2479,1,,,,200.0,
2480,0,,,,200.0,
2481,0,,,,60.0,
2483,0,,,,50.0,
2488,0,,,,200.0,
2489,0,,,,200.0,
2495,0,,,,110.0,
2496,0,,,,110.0,
2497,1,,,,110.0,
2498,0,,,,110.0,
2507,0,,,,50.0,
2508,0,,,,50.0,
2509,0,,,,50.0,
2510,0,,,,110.0,
2511,0,,,,110.0,
2512,0,,,,110.0,
2514,1,,,,300.0,
2515,0,,,,300.0,
2516,0,,,,300.0,
2517,1,,,,300.0,
2518,1,,,,30.0,
2519,0,,,,30.0,
2524,2,,,,200.0,
2525,2,,,,200.0,
2526,0,,,,200.0,
2527,0,,,,200.0,
2528,0,,,,80.0,
2529,0,,,,80.0,
2530,3,,,,250.0,
2531,3,,,,250.0,
2532,0,,,,250.0,
2533,0,,,,250.0,
2534,0,,,,250.0,
2570,0,,,,100.0,
4,0,,,,,37500.0
8,1,,,,,55000.0
9,1,,,,,55000.0
10,0,,,,,55000.0
23,2,,,,,27500.0
24,0,,,,,27500.0
25,0,,,,,27500.0
32,0,,,,,11250.0
40,0,,,,,17500.0
53,0,,,,,27500.0
54,0,,,,,27500.0
55,0,,,,,27500.0
56,0,,,,,27500.0
65,0,,,,,8750.0
66,0,,,,,8750.0
67,0,,,,,8750.0
68,0,,,,,22500.0
69,0,,,,,22500.0
71,0,,,,,17500.0
72,0,,,,,17500.0
80,0,,,,,17500.0
84,0,,,,,32500.0
85,0,,,,,45000.0
86,0,,,,,45000.0
87,0,,,,,45000.0
88,1,,,,,45000.0
89,0,,,,,45000.0
113,0,,,,,2500.0
114,0,,,,,2500.0
122,0,,,,,17500.0
180,0,,,,,8750.0
181,0,,,,,8750.0
193,0,,,,,125000.0
194,0,,,,,125000.0
221,2,,,,,17500.0
222,0,,,,,17500.0
223,0,,,,,17500.0
245,2,,,,,37500.0
246,0,,,,,37500.0
247,0,,,,,37500.0
248,0,,,,,37500.0
249,0,,,,,37500.0
254,0,,,,,17500.0
255,0,,,,,17500.0
256,0,,,,,17500.0
257,1,,,,,67500.0
258,1,,,,,67500.0
259,0,,,,,67500.0
313,2,,,,,32500.0
314,0,,,,,32500.0
315,0,,,,,32500.0
316,0,,,,,32500.0
332,0,,,,,55000.0
333,0,,,,,55000.0
364,0,,,,,8750.0
380,0,,,,,6250.0
381,0,,,,,6250.0
382,0,,,,,6250.0
383,0,,,,,6250.0
417,0,,,,,8750.0
418,0,,,,,2500.0
427,0,,,,,2500.0
429,0,,,,,6250.0
430,0,,,,,6250.0
431,0,,,,,6250.0
459,0,,,,,11250.0
462,0,,,,,13750.0
463,0,,,,,13750.0
469,0,,,,,8750.0
508,0,,,,,2500.0
509,0,,,,,67500.0
532,1,,,,,27500.0
533,0,,,,,27500.0
540,0,,,,,45000.0
541,0,,,,,45000.0
584,3,,,,,55000.0
585,3,,,,,55000.0
586,0,,,,,55000.0
587,0,,,,,55000.0
588,0,,,,,55000.0
589,0,,,,,55000.0
602,0,,,,,17500.0
603,0,,,,,17500.0
609,0,,,,,27500.0
623,0,,,,,8750.0
624,1,,,,,8750.0
625,0,,,,,8750.0
635,0,,,,,32500.0
636,0,,,,,32500.0
637,0,,,,,32500.0
645,2,,,,,55000.0
646,2,,,,,55000.0
647,0,,,,,55000.0
648,0,,,,,55000.0
651,0,,,,,11250.0
652,0,,,,,11250.0
653,0,,,,,11250.0
655,0,,,,,67500.0
656,0,,,,,67500.0
659,2,,,,,32500.0
660,0,,,,,32500.0
661,0,,,,,32500.0
707,2,,,,,2500.0
708,0,,,,,2500.0
709,0,,,,,2500.0
714,0,,,,,67500.0
715,0,,,,,67500.0
716,0,,,,,67500.0
761,0,,,,,37500.0
762,0,,,,,37500.0
763,0,,,,,37500.0
775,0,,,,,11250.0
781,0,,,,,17500.0
782,0,,,,,17500.0
785,0,,,,,27500.0
786,0,,,,,27500.0
855,0,,,,,22500.0
856,0,,,,,22500.0
866,0,,,,,45000.0
867,0,,,,,45000.0
868,0,,,,,45000.0
869,0,,,,,45000.0
870,0,,,,,45000.0
871,0,,,,,45000.0
876,0,,,,,17500.0
877,0,,,,,17500.0
878,0,,,,,17500.0
914,3,,,,,2500.0
915,0,,,,,2500.0
916,0,,,,,2500.0
917,0,,,,,2500.0
919,0,,,,,11250.0
920,0,,,,,11250.0
944,3,,,,,8750.0
945,0,,,,,8750.0
946,0,,,,,8750.0
947,0,,,,,8750.0
954,1,,,,,22500.0
955,0,,,,,22500.0
958,0,,,,,8750.0
997,0,,,,,2500.0
998,0,,,,,2500.0
999,0,,,,,2500.0
1011,0,,,,,55000.0
1013,1,,,,,125000.0
1014,1,,,,,125000.0
1015,0,,,,,125000.0
1076,0,,,,,17500.0
1077,0,,,,,17500.0
1086,0,,,,,6250.0
1087,0,,,,,6250.0
1098,1,,,,,45000.0
1099,1,,,,,45000.0
1100,0,,,,,45000.0
1153,0,,,,,8750.0
1204,0,,,,,13750.0
1205,0,,,,,37500.0
1239,1,,,,,45000.0
1240,0,,,,,45000.0
1253,0,,,,,17500.0
1255,0,,,,,45000.0
1256,0,,,,,45000.0
1257,0,,,,,45000.0
1301,0,,,,,55000.0
1302,0,,,,,55000.0
1303,0,,,,,55000.0
1304,0,,,,,55000.0
1333,0,,,,,27500.0
1336,0,,,,,27500.0
1337,0,,,,,27500.0
1353,2,,,,,2500.0
1354,0,,,,,2500.0
1355,0,,,,,2500.0
1386,0,,,,,11250.0
1416,0,,,,,13750.0
1417,0,,,,,13750.0
1418,0,,,,,13750.0
1419,0,,,,,13750.0
1420,0,,,,,13750.0
1440,0,,,,,17500.0
1465,0,,,,,17500.0
1466,0,,,,,17500.0
1476,0,,,,,87500.0
1477,0,,,,,87500.0
1486,2,,,,,8750.0
1487,2,,,,,8750.0
1488,0,,,,,8750.0
1489,0,,,,,8750.0
1490,0,,,,,8750.0
1491,0,,,,,8750.0
1494,0,,,,,17500.0
1495,0,,,,,17500.0
1496,0,,,,,17500.0
1501,0,,,,,2500.0
1502,0,,,,,2500.0
1517,0,,,,,32500.0
1518,0,,,,,32500.0
1570,0,,,,,11250.0
1574,2,,,,,11250.0
1575,0,,,,,11250.0
1576,0,,,,,11250.0
1583,2,,,,,17500.0
1584,0,,,,,17500.0
1585,0,,,,,17500.0
1586,0,,,,,17500.0
1600,3,,,,,6250.0
1601,0,,,,,6250.0
1602,0,,,,,6250.0
1603,0,,,,,6250.0
1605,0,,,,,45000.0
1606,1,,,,,13750.0
1607,1,,,,,13750.0
1608,0,,,,,13750.0
1609,0,,,,,13750.0
1614,0,,,,,2500.0
1615,0,,,,,2500.0
1668,0,,,,,32500.0
1669,0,,,,,32500.0
1683,0,,,,,150000.0
1684,0,,,,,150000.0
1693,2,,,,,32500.0
1694,2,,,,,32500.0
1695,0,,,,,32500.0
1696,0,,,,,32500.0
1710,0,,,,,27500.0
1711,0,,,,,27500.0
1718,0,,,,,27500.0
1719,0,,,,,27500.0
1722,0,,,,,150000.0
1723,0,,,,,150000.0
1724,0,,,,,55000.0
1725,0,,,,,55000.0
1726,0,,,,,55000.0
1742,1,,,,,67500.0
1743,0,,,,,67500.0
1744,0,,,,,67500.0
1750,0,,,,,11250.0
1764,0,,,,,37500.0
1765,0,,,,,37500.0
1770,2,,,,,22500.0
1771,0,,,,,22500.0
1772,0,,,,,22500.0
1773,0,,,,,22500.0
1780,0,,,,,8750.0
1781,0,,,,,6250.0
1785,0,,,,,22500.0
1786,0,,,,,22500.0
1789,0,,,,,55000.0
1790,0,,,,,55000.0
1801,0,,,,,6250.0
1807,0,,,,,8750.0
1876,0,,,,,6250.0
1877,0,,,,,6250.0
1904,2,,,,,17500.0
1905,0,,,,,17500.0
1906,0,,,,,17500.0
1907,0,,,,,17500.0
1914,0,,,,,17500.0
1915,0,,,,,17500.0
1919,0,,,,,8750.0
1925,0,,,,,13750.0
1926,0,,,,,13750.0
1927,0,,,,,45000.0
1963,1,,,,,8750.0
1964,0,,,,,8750.0
2014,0,,,,,67500.0
2029,1,,,,,27500.0
2030,0,,,,,27500.0
2031,0,,,,,27500.0
2032,0,,,,,27500.0
2072,0,,,,,13750.0
2078,0,,,,,67500.0
2079,0,,,,,67500.0
2080,0,,,,,87500.0
2117,0,,,,,22500.0
2168,0,,,,,8750.0
2255,1,,,,,87500.0
2256,1,,,,,87500.0
2257,0,,,,,87500.0
2269,1,,,,,22500.0
2270,0,,,,,22500.0
2276,0,,,,,67500.0
2277,3,,,,,67500.0
2278,0,,,,,67500.0
2279,0,,,,,67500.0
2280,0,,,,,67500.0
2299,3,,,,,13750.0
2300,0,,,,,13750.0
2301,0,,,,,13750.0
2302,0,,,,,13750.0
2308,0,,,,,87500.0
2309,0,,,,,87500.0
2310,0,,,,,87500.0
2338,0,,,,,27500.0
2339,0,,,,,27500.0
2385,2,,,,,8750.0
2386,0,,,,,8750.0
2387,0,,,,,8750.0
2388,0,,,,,8750.0
2390,0,,,,,2500.0
2395,0,,,,,27500.0
2396,0,,,,,27500.0
2397,0,,,,,27500.0
2428,0,,,,,125000.0
2429,0,,,,,125000.0
2483,0,,,,,32500.0
2518,1,,,,,11250.0
2519,0,,,,,11250.0
